# CGHS rates for treatment at healthcare organisations, Tier I (X) cities, semi private ward.
# Source: Office Memorandum F.No.5-16/CGHS(HQ)/HEC/2024(PartI) dated 03.10.2025, Annexure I (A),
#         effective 13.10.2025, as published by the Directorate General of Health Services, Delhi:
#         https://dgehs.delhi.gov.in/sites/default/files/inline-files/cghs_rate.pdf
# Source file SHA-256: 964b42f58eb0852d93293a658a183cceaafae33ba30a892979262c21695b9746
# Extracted 2026-09-25: 1998 rows, serial numbers 1 to 1998 without gaps, every rate cross checked
# against the source text. Delhi is a Tier I (X) city. Rates in rupees.
sr,code,name,speciality,non_nabh,nabh,super_speciality
339,RI001,2D echocardiography,Radiological Investigation,1254,1475,1475
340,RI002,Fetal Echo,Radiological Investigation,1360,1600,1600
341,RI003,2D Transoesophageal Echocardiography (TEE),Radiological Investigation,1403,1650,1650
342,RI004,3D Transoesophageal Echocardiography (TEE),Radiological Investigation,1403,1650,1650
343,RI005,Stress Echo- exercise,Radiological Investigation,2040,2400,2400
344,RI006,Stress Echo- pharmacological / D Stress Echo,Radiological Investigation,2550,3000,3000
345,RI007,Stress Myocardial Perfusion Imaging (MPI)- exercise,Radiological Investigation,7820,9200,9200
346,RI008,Stress Myocardial Perfusion Imaging (MPI) - pharmacological,Radiological Investigation,7820,9200,9200
347,RI009,CT Coronary Angiography including Calcium Score Test,Radiological Investigation,7820,9200,9200
348,RI010,Cardiac CT scan,Radiological Investigation,5525,6500,6500
349,RI011,MRI Cardiac,Radiological Investigation,6800,8000,8000
350,RI012,Stress Cardiac MRI,Radiological Investigation,7820,9200,9200
351,RI013,Cardiac PET,Radiological Investigation,7820,9200,9200
352,RI014,USG Transvaginal sonography (TVS for Follicular monitoring /aspiration) /TVS for follicular monitoring/pelvic pathology/ET measurement,Radiological Investigation,850,1000,1000
353,RI015,"Growth scan (including BPP, AFI, Doppler)",Radiological Investigation,1700,2000,2000
354,RI016,1st trimester scan-dating scan/NT scan/Early pregnancy scan,Radiological Investigation,595,700,700
355,RI017,USG Colour Doppler Pregnancy / Fetal Doppler/Umbilical Doppler/Uterine Vessel Doppler,Radiological Investigation,1424,1675,1675
356,RI018,Biophysical score / Biophysical profile test (BPP test),Radiological Investigation,1275,1500,1500
357,RI019,USG Obstetrics for Anomalies scan,Radiological Investigation,1700,2000,2000
358,RI020,USG Whole Abdomen Including Pelvis and post Void urine,Radiological Investigation,680,800,800
359,RI021,"Pelvic USG (gynae, infertility, prostate , KUB with post- void residual (PVR) etc ).",Radiological Investigation,425,500,500
360,RI022,"USG Small parts (scrotum, thyroid, parathyroid etc)",Radiological Investigation,655,770,770
361,RI023,"USG Large Parts (Joints/Chest,...etc)",Radiological Investigation,680,800,800
362,RI024,USG Neonatal spine,Radiological Investigation,850,1000,1000
363,RI025,USG Breast including relevant Lymph nodes- Bilateral/Unilateral,Radiological Investigation,680,800,800
364,RI026,USG Hysterosalpingography (HSG),Radiological Investigation,2040,2400,2400
365,RI027,Fibroscan Liver,Radiological Investigation,978,1150,1150
366,RI028,Carotid Doppler Bilateral,Radiological Investigation,850,1000,1000
367,RI029,Arterial Colour Doppler Bilateral,Radiological Investigation,850,1000,1000
368,RI030,Venous Colour Doppler Bilateral,Radiological Investigation,850,1000,1000
369,RI031,"Colour Doppler, renal arteries/any other organ",Radiological Investigation,850,1000,1000
370,RI032,X Ray Abdomen AP Supine or Erect (One film),Radiological Investigation,213,250,250
371,RI033,X Ray Abdomen Lateral view (one film),Radiological Investigation,179,210,210
372,RI034,X Ray Chest PA /AP/ Oblique view (one film),Radiological Investigation,196,230,230
373,RI035,X Ray Chest Lateral (one film),Radiological Investigation,196,230,230
374,RI036,"X Ray Mastoids: Towne view, oblique views (3 films)",Radiological Investigation,425,500,500
375,RI037,"X Ray Extremities (Hand/Leg/Feet/Finger/Toe) bones & Joints (Hip/ Knee/Ankle / shoulder/ Wrist / fingers/Toes, etc) AP & Lateral views (standing or weight bearing)(Two films)",Radiological Investigation,323,380,380
376,RI038,X Ray Pelvis AP (one film),Radiological Investigation,170,200,200
377,RI039,X Ray Temporomandibular (TM) Joints (one film),Radiological Investigation,213,250,250
378,RI040,X Ray Abdomen & Pelvis for KUB,Radiological Investigation,200,235,235
379,RI041,"X Ray Skull AP & Lateral (2 films)/ Extra oral radiographs - All skull views, TMJ, Lateral oblique [Dental]",Radiological Investigation,340,400,400
380,RI042,X Ray Spine AP & Lateral (2 films),Radiological Investigation,340,400,400
381,RI043,X Ray Paranasal sinuses (PNS) view (1 film),Radiological Investigation,170,200,200
382,RI044,Barium Swallow,Radiological Investigation,1020,1200,1200
383,RI045,Barium Upper GI study,Radiological Investigation,1275,1500,1500
384,RI046,Barium Upper GI study (Double contrast),Radiological Investigation,1700,2000,2000
385,RI047,Barium Meal follow through,Radiological Investigation,1700,2000,2000
386,RI048,Barium Enema (Single contrast/double contrast),Radiological Investigation,1700,2000,2000
387,RI049,Small bowel enteroclysis,Radiological Investigation,1700,2000,2000
388,RI050,General:Fistulography / Sinography/Sialography/Dacrocystography/ T-Tube cholangiogram/Nephrostogram,Radiological Investigation,1080,1270,1270
389,RI051,Intravenous Pyelography (IVP),Radiological Investigation,1403,1650,1650
390,RI052,Micturating Cystourethrography (MCU),Radiological Investigation,952,1120,1120
391,RI053,Retrograde Urethrography (RGU),Radiological Investigation,952,1120,1120
392,RI054,Contrast Hystero-Salpingography (HSG),Radiological Investigation,1700,2000,2000
393,RI055,X ray Arthrography,Radiological Investigation,1700,2000,2000
394,RI056,Ortho Scanogram,Radiological Investigation,1437,1690,1690
395,RI057,Cephalography,Radiological Investigation,298,350,350
396,RI058,Myelography,Radiological Investigation,2125,2500,2500
397,RI059,Diagnostic Digital Subtraction Angiography (DSA) cerebral vessels,Radiological Investigation,11390,13400,13400
398,RI060,X Ray Mammography - Bilateral/Unilateral,Radiological Investigation,1169,1375,1375
399,RI061,MRI Mammography,Radiological Investigation,4250,5000,5000
400,RI062,CT Scan Head/ Brain-Without Contrast / NCCT Head/Brain,Radiological Investigation,880,1035,1035
401,RI063,CT Scan Head / Brain- with Contrast -including CT angiography,Radiological Investigation,1870,2200,2200
402,RI064,CT Scan Chest - without contrast (for lungs),Radiological Investigation,1700,2000,2000
403,RI065,High Resolution computed Tomography (HRCT Chest),Radiological Investigation,1700,2000,2000
404,RI066,Contrast Enhanced Computed Tomograpy (CECT) Chest (Including CD),Radiological Investigation,2444,2875,2875
405,RI067,CT Scan Lower Abdomen (incl. Pelvis) With Contrast/ CT KUB with Contrast,Radiological Investigation,3825,4500,4500
406,RI068,CT Scan Lower Abdomen (Incl. Pelvis) Without Contrast / CT KUB without Contrast,Radiological Investigation,2975,3500,3500
407,RI069,CT Scan Whole Abdomen Without Contrast,Radiological Investigation,2933,3450,3450
408,RI070,CT Scan Whole Abdomen With Contrast,Radiological Investigation,4399,5175,5175
409,RI071,Triple Phase CT abdomen,Radiological Investigation,4399,5175,5175
410,RI072,CT Urography,Radiological Investigation,3825,4500,4500
411,RI073,CT Scan Angiography Chest,Radiological Investigation,4399,5175,5175
412,RI074,CT Scan Angiography Abdomen,Radiological Investigation,4399,5175,5175
413,RI075,CT Angiography Entire Aorta ( CT Aortogram),Radiological Investigation,8500,10000,10000
414,RI076,CT Scan Enteroclysis,Radiological Investigation,5865,6900,6900
415,RI077,CT Scan Neck - Without Contrast,Radiological Investigation,2125,2500,2500
416,RI078,CT Scan Neck - With Contrast,Radiological Investigation,2975,3500,3500
417,RI079,CT Angio-Neck Vessels,Radiological Investigation,5100,6000,6000
418,RI080,CT Scan Orbits - Without Contrast,Radiological Investigation,1870,2200,2200
419,RI081,CT Scan Orbits - With Contrast,Radiological Investigation,2720,3200,3200
420,RI082,CT Scan of Para Nasal Sinuses (CT PNS)- Without Contrast,Radiological Investigation,1955,2300,2300
421,RI083,CT Scan of Para Nasal Sinuses (CT PNS)- With Contrast,Radiological Investigation,2805,3300,3300
422,RI084,"CT Scan Spine (Cervical, Dorsal, Lumbar,Sacral)-without Contrast",Radiological Investigation,2380,2800,2800
423,RI085,CT Scan Temporal bone - without contrast,Radiological Investigation,2125,2500,2500
424,RI086,CT Scan / Cone Beam CT (CBCT) Dental,Radiological Investigation,1275,1500,1500
425,RI087,CT Scan Limbs -Without Contrast,Radiological Investigation,2380,2800,2800
426,RI088,CT Scan Limbs -With Contrast including CT angiography,Radiological Investigation,4930,5800,5800
427,RI089,MRI Head / Brain - Without Contrast,Radiological Investigation,2338,2750,2750
428,RI090,MRI Head / Brain- With Contrast,Radiological Investigation,4250,5000,5000
429,RI091,MRI Orbits - Without Contrast,Radiological Investigation,1590,1870,1870
430,RI092,MRI Orbits - With Contrast,Radiological Investigation,4250,5000,5000
431,RI093,MRI Nasopharynx and PNS - Without Contrast,Radiological Investigation,2975,3500,3500
432,RI094,MRI Nasopharynx and PNS - With Contrast,Radiological Investigation,4250,5000,5000
433,RI095,MR for Salivary Glands with Sialography/Maxillofacial MRI,Radiological Investigation,4250,5000,5000
434,RI096,MRI Neck - Without Contrast,Radiological Investigation,2975,3500,3500
435,RI097,MRI Neck- with contrast,Radiological Investigation,4888,5750,5750
436,RI098,MRI Shoulder - Without contrast,Radiological Investigation,2975,3500,3500
437,RI099,MRI Shoulder - With contrast,Radiological Investigation,4250,5000,5000
438,RI100,MRI shoulder both Joints - Without contrast,Radiological Investigation,3400,4000,4000
439,RI101,MRI Shoulder both joints - With contrast,Radiological Investigation,5100,6000,6000
440,RI102,MRI Wrist Single joint - Without contrast,Radiological Investigation,2805,3300,3300
441,RI103,MRI Wrist Single joint - With contrast,Radiological Investigation,4250,5000,5000
442,RI104,MRI Wrist both joints - Without contrast,Radiological Investigation,3400,4000,4000
443,RI105,MRI Wrist Both joints - With contrast,Radiological Investigation,4888,5750,5750
444,RI106,MRI knee Single joint - Without contrast,Radiological Investigation,2550,3000,3000
445,RI107,MRI knee Single joint - With contrast,Radiological Investigation,4888,5750,5750
446,RI108,MRI knee both joints - Without contrast,Radiological Investigation,3400,4000,4000
447,RI109,MRI knee both joints - With contrast,Radiological Investigation,4888,5750,5750
448,RI110,MRI Ankle Single joint - Without contrast,Radiological Investigation,2975,3500,3500
449,RI111,MRI Ankle single joint - With contrast,Radiological Investigation,4250,5000,5000
450,RI112,MRI Ankle both joints - With contrast,Radiological Investigation,5525,6500,6500
451,RI113,MRI Ankle both joints - Without contrast,Radiological Investigation,2975,3500,3500
452,RI114,MRI Hip - With contrast,Radiological Investigation,4250,5000,5000
453,RI115,MRI Hip - without contrast,Radiological Investigation,2975,3500,3500
454,RI116,MRI Pelvis - Without Contrast,Radiological Investigation,2975,3500,3500
455,RI117,MRI Pelvis - with contrast,Radiological Investigation,4888,5750,5750
456,RI118,MRI Extremities - With contrast,Radiological Investigation,4888,5750,5750
457,RI119,MRI Extremities - Without contrast,Radiological Investigation,2975,3500,3500
458,RI120,MRI Temporomandibular - B/L - With contrast / MRI TMJ (Double Joint) with contrast,Radiological Investigation,4250,5000,5000
459,RI121,MRI Temporomandibular - B/L - Without contrast / MRI -TMJ(Double Joint) without contrast,Radiological Investigation,2975,3500,3500
460,RI122,MR Temporal Bone/ Inner ear with contrast,Radiological Investigation,4250,5000,5000
461,RI123,MRI Temporal Bone/ Inner ear without contrast,Radiological Investigation,2975,3500,3500
462,RI124,MRI Abdomen - Without Contrast,Radiological Investigation,2975,3500,3500
463,RI125,MRI Abdomen - With Contrast,Radiological Investigation,4888,5750,5750
464,RI126,MRI-Prostate (Multi-parametric) (Including CD),Radiological Investigation,5865,6900,6900
465,RI127,MRI Breast - With Contrast,Radiological Investigation,4250,5000,5000
466,RI128,MRI Breast - Without Contrast,Radiological Investigation,2975,3500,3500
467,RI129,MRI whole Spine Screening- Without Contrast,Radiological Investigation,1700,2000,2000
468,RI130,MRI Chest - Without Contrast,Radiological Investigation,2975,3500,3500
469,RI131,MRI Chest - With Contrast,Radiological Investigation,4250,5000,5000
470,RI132,MRI Whole spine - Without Contrast,Radiological Investigation,3740,4400,4400
471,RI133,MRI Cervical/ Cervico Dorsal Spine - With Contrast,Radiological Investigation,4250,5000,5000
472,RI134,MRI Dorsal/ Dorso Lumbar Spine - Without Contrast,Radiological Investigation,2975,3500,3500
473,RI135,MRI Dorsal/ Dorso Lumbar Spine - With Contrast,Radiological Investigation,4250,5000,5000
474,RI136,MRI Lumbar/ Lumbo-Sacral Spine - Without Contrast,Radiological Investigation,2975,3500,3500
475,RI137,MRI Lumbar/ Lumbo-Sacral Spine - With Contrast,Radiological Investigation,4888,5750,5750
476,RI138,Whole body MRI (For oncological workup),Radiological Investigation,7820,9200,9200
477,RI139,MR cholecysto-pancreatography (MRCP),Radiological Investigation,7225,8500,8500
478,RI140,MRI Angiography - with contrast,Radiological Investigation,4888,5750,5750
479,RI141,MR Enteroclysis,Radiological Investigation,4250,5000,5000
480,RI142,MRI DEFECOGRAPHY,Radiological Investigation,5950,7000,7000
481,RI143,MRI FISTULOGRAM,Radiological Investigation,3825,4500,4500
482,RI144,MRI SPECTROSCOPY,Radiological Investigation,2550,3000,3000
483,RI145,Dexa Scan Bone Densitometry - Two sites,Radiological Investigation,1700,2000,2000
484,RI146,"Dexa Scan Bone Densitometry - Three sites (Spine, Hip &extremity)",Radiological Investigation,2125,2500,2500
485,RI147,Dexa Scan Bone Densitometry Whole body,Radiological Investigation,2550,3000,3000
486,PI001,Pulmonary Function Test (PFT) / (Spirometry with Diffusing Capacity of the Lungs for Carbon monoxide (DLCO),Pulmonology Investigation,425,500,500
487,PI002,Lung Ventilation & Perfusion Scan (V/Q Scan),Pulmonology Investigation,5100,6000,6000
488,PI003,Lung Perfusion Scan,Pulmonology Investigation,4250,5000,5000
489,PI004,6 Minute Walk Test,Pulmonology Investigation,425,500,500
490,PI005,FeNO Breathing Test,Pulmonology Investigation,612,720,720
491,PP001,Endo bronchial Ultrasound (EBUS) -Trans bronchial needle aspiration (TBNA) - Excluding the cost of Needle,Pulmonology Procedure,17000,20000,20000
492,PP002,Video Bronchoscopy with BAL,Pulmonology Procedure,9350,11000,11000
493,NM001,Whole Body Bone Scan with SPECT.,Nuclear Medicine Investigation,4250,5000,5000
494,NM002,Three phase whole body Bone Scan,Nuclear Medicine Investigation,5100,6000,6000
495,NM003,Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.,Nuclear Medicine Investigation,11390,13400,13400
496,NM004,Radionuclide Cisternography for CSF leak,Nuclear Medicine Investigation,5780,6800,6800
497,NM005,Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (DMSA)/DTPA,Nuclear Medicine Investigation,3400,4000,4000
498,NM006,Dynamic Renography.,Nuclear Medicine Investigation,3400,4000,4000
499,NM007,Dynamic Renography with Diuretic.,Nuclear Medicine Investigation,3400,4000,4000
500,NM008,Dynamic Renography with Captopril,Nuclear Medicine Investigation,5780,6800,6800
501,NM009,Testicular Scan with Technetium 99m Pertechnetate,Nuclear Medicine Investigation,1445,1700,1700
502,NM010,Thyroid Uptake measurements with 131-Iodine.,Nuclear Medicine Investigation,2125,2500,2500
503,NM011,Thyroid Scan with Technetium 99m Pertechnetate,Nuclear Medicine Investigation,1615,1900,1900
504,NM012,Iodine-131 Whole Body Scan,Nuclear Medicine Investigation,11390,13400,13400
505,NM013,Whole Body Scan with MIBG,Nuclear Medicine Investigation,11390,13400,13400
506,NM014,Parathyroid Scan,Nuclear Medicine Investigation,6218,7315,7315
507,NM015,Scintimammography.,Nuclear Medicine Investigation,5100,6000,6000
508,NM016,Indium labelled octreotide Scan,Nuclear Medicine Investigation,61200,72000,72000
509,NM017,FDG Whole body PET CT Scan,Nuclear Medicine Investigation,12219,14375,14375
510,NM018,Brain / Heart FDG PET CT Scan,Nuclear Medicine Investigation,12219,14375,14375
511,NM019,Gallium-68 Peptide PET / CT imaging for Neuroendocrine Tumour,Nuclear Medicine Investigation,12219,14375,14375
512,NM020,PSMA PET CT Scan,Nuclear Medicine Investigation,12750,15000,15000
513,NM021,F-DOPA PET-CT scan,Nuclear Medicine Investigation,12750,15000,15000
514,BY001,Skin Biopsy,Biopsies,1063,1250,1250
515,BY002,Punch/Wedge biopsy,Biopsies,2550,3000,3000
516,BY003,Excision Biopsy of Ulcers,Biopsies,4250,5000,5000
517,BY004,Excision Biopsy of Superficial Lumps,Biopsies,7820,9200,9200
518,BY005,Incision Biopsy of Growths/Ulcers,Biopsies,4250,5000,5000
519,BY006,Bone Marrow Aspiration and Biopsy,Biopsies,7225,8500,8500
520,BY007,Scalene Node Biopsy,Biopsies,7820,9200,9200
521,BY008,Liver Biopsy,Biopsies,7225,8500,8500
522,BY009,Muscle Biopsy,Biopsies,2125,2500,2500
523,BY010,Trucut Needle Biopsy- (excluding the cost of Needle/Biopsy Gun if used),Biopsies,3273,3850,3850
524,RP001,USG Guided Intervention- Diagnostic,Interventional Radiological Procedure,850,1000,1000
525,RP002,USG Guided Intervention -Therapeutic,Interventional Radiological Procedure,1700,2000,2000
526,RP003,USG Guided Intervention - Specialized Procedures excluding cost of Catheter or biopsy gun,Interventional Radiological Procedure,2550,3000,3000
527,RP004,CT Guided biopsy including all the consumables,Interventional Radiology Procedure,7820,9200,9200
528,RP005,CT Guided Intervention -Percutaneous catheter drainage/tube placement excluding the cost of tube /catheter,Interventional Radiological Procedure,2975,3500,3500
529,RP006,Percutaneous transhepatic cholangiography (PTC),Interventional Radiological Procedure,1530,1800,1800
530,RP007,Transarterial Chemoembolization (TACE),Interventional Radiological Procedure,45050,53000,53000
531,CA001,"A, B, DR Molecular Typing PCR - SSP",Oncology Investigations,8768,10315,10315
532,CA002,"ABL Kinase Domain Mutation for Chronic Myeloid leukemia (TKI Resistance, Imatinib Resistance",Oncology Investigations,6885,8100,8100
533,CA003,"ABL Kinase Domain Mutation for Ph Positive Acute Lymphoblastic leukemia (TKI Resistance, I",Oncology Investigations,6885,8100,8100
534,CA004,Acute Leukemia karyotyping,Oncology Investigations,4713,5545,5545
535,CA005,Acute Leukemia mutation detection (per gene)ASXL1 /c-KIT/DNMT3A/ IDH1 and IDH2 /K RAS and N RAS mutation detection,Oncology Investigations,4582,5390,5390
536,CA006,Acute Leukemia RUNX1 mutation detection,Oncology Investigations,4582,5390,5390
537,CA007,Acute Leukemia TET2 mutation detection,Oncology Investigations,19567,23020,23020
538,CA008,Acute Leukemia TP53 mutation detection,Oncology Investigations,19567,23020,23020
539,CA009,Acute Lymphoblastic leukemia karyotyping,Oncology Investigations,4713,5545,5545
